2016,Sci-Fi,11
2016,Crime,28
2016,Romance,32
2016,Animation,20
2016,Music,4
2016,Comedy,84
2016,War,2
2016,Horror,27
2016,Western,2
2016,Thriller,32
2016,Adventure,61
2016,Mystery,13
2016,Short,1
2016,Drama,127
2016,Action,72
2016,Documentary,12
2016,Musical,3
2016,History,12
2016,Family,17
2016,Fantasy,17
2016,Sport,5
2016,Biography,28
2015,Sci-Fi,18
2015,Crime,31
2015,Romance,26
2015,Animation,18
2015,Music,13
2015,Comedy,91
2015,War,5
2015,Horror,15
2015,Adventure,47
2015,News,1
2015,Thriller,33
2015,Mystery,14
2015,Drama,137
2015,Action,60
2015,Documentary,22
2015,Musical,1
2015,History,12
2015,Family,8
2015,Fantasy,8
2015,Sport,7
2015,Biography,37
2014,Sci-Fi,21
2014,Crime,29
2014,Romance,45
2014,Animation,12
2014,Music,11
2014,Comedy,75
2014,War,5
2014,Horror,18
2014,Western,2
2014,Thriller,34
2014,Adventure,50
2014,Mystery,20
2014,Short,2
2014,Drama,137
2014,Action,60
2014,Documentary,15
2014,History,9
2014,Family,14
2014,Fantasy,13
2014,Sport,8
2014,Biography,31
2013,Sci-Fi,19
2013,Crime,39
2013,Romance,42
2013,Animation,17
2013,Music,10
2013,Comedy,78
2013,War,2
2013,Horror,18
2013,Adventure,41
2013,Thriller,37
2013,Western,1
2013,Mystery,13
2013,Drama,132
2013,Action,55
2013,Documentary,20
2013,Musical,3
2013,History,11
2013,Family,8
2013,Fantasy,16
2013,Sport,6
2013,Biography,29
2012,Sci-Fi,12
2012,Crime,29
2012,Romance,42
2012,Animation,10
2012,Music,12
2012,Comedy,94
2012,War,2
2012,Horror,17
2012,Adventure,36
2012,Thriller,36
2012,Western,2
2012,Mystery,14
2012,Short,1
2012,Drama,132
2012,Action,50
2012,Documentary,22
2012,Musical,2
2012,History,12
2012,Family,11
2012,Fantasy,15
2012,Sport,5
2012,Biography,19
2011,Sci-Fi,21
2011,Crime,30
2011,Romance,45
2011,Animation,18
2011,Music,8
2011,Comedy,100
2011,War,4
2011,Horror,15
2011,Western,1
2011,Thriller,37
2011,Adventure,45
2011,Mystery,20
2011,Short,2
2011,Drama,125
2011,Action,55
2011,Documentary,23
2011,Musical,1
2011,History,4
2011,Family,17
2011,Fantasy,18
2011,Sport,5
2011,Biography,14
2010,Sci-Fi,8
2010,Crime,35
2010,Romance,57
2010,Animation,12
2010,Music,9
2010,Comedy,101
2010,War,4
2010,Horror,16
2010,Adventure,41
2010,Thriller,27
2010,Western,3
2010,Mystery,15
2010,Drama,124
2010,Action,57
2010,Documentary,24
2010,Musical,3
2010,History,8
2010,Family,25
2010,Fantasy,21
2010,Sport,4
2010,Biography,24
2009,Sci-Fi,16
2009,Crime,47
2009,Romance,56
2009,Animation,15
2009,Music,11
2009,Comedy,91
2009,War,4
2009,Horror,21
2009,Adventure,40
2009,News,1
2009,Thriller,29
2009,Mystery,29
2009,Short,1
2009,Drama,132
2009,Action,46
2009,Documentary,16
2009,Musical,3
2009,History,2
2009,Family,19
2009,Fantasy,16
2009,Sport,6
2009,Biography,20
2008,Sci-Fi,14
2008,Crime,34
2008,Romance,52
2008,Animation,14
2008,Music,14
2008,Comedy,96
2008,War,6
2008,Horror,13
2008,Adventure,44
2008,Thriller,22
2008,Mystery,16
2008,Short,1
2008,Drama,139
2008,Action,53
2008,Documentary,19
2008,Musical,3
2008,History,10
2008,Family,19
2008,Fantasy,15
2008,Sport,11
2008,Biography,21
2007,Sci-Fi,9
2007,Crime,43
2007,Romance,53
2007,Animation,15
2007,Music,14
2007,Comedy,88
2007,War,3
2007,Horror,25
2007,Adventure,38
2007,Thriller,45
2007,Mystery,21
2007,Short,1
2007,Drama,128
2007,Action,40
2007,Documentary,14
2007,Musical,5
2007,History,7
2007,Family,32
2007,Fantasy,18
2007,Sport,15
2007,Biography,22
2006,Sci-Fi,10
2006,Crime,40
2006,Romance,48
2006,Animation,18
2006,Music,11
2006,Comedy,96
2006,War,5
2006,Horror,23
2006,Adventure,42
2006,Thriller,34
2006,Western,1
2006,Mystery,20
2006,Short,2
2006,Drama,130
2006,Action,38
2006,Documentary,11
2006,Musical,2
2006,History,14
2006,Family,25
2006,Fantasy,20
2006,Sport,14
2006,Biography,22
2005,Sci-Fi,6
2005,Crime,45
2005,Romance,49
2005,Animation,10
2005,Music,16
2005,Comedy,104
2005,War,3
2005,Horror,25
2005,Adventure,44
2005,Thriller,29
2005,Western,3
2005,Mystery,21
2005,Short,2
2005,Drama,132
2005,Action,46
2005,Documentary,19
2005,Musical,6
2005,History,9
2005,Family,27
2005,Fantasy,15
2005,Sport,14
2005,Biography,16
2004,Sci-Fi,14
2004,Crime,41
2004,Romance,67
2004,Animation,13
2004,Music,13
2004,Comedy,107
2004,War,10
2004,Horror,16
2004,Adventure,35
2004,Thriller,27
2004,Mystery,22
2004,Short,1
2004,Drama,130
2004,Action,47
2004,Documentary,17
2004,Musical,2
2004,History,7
2004,Family,23
2004,Fantasy,9
2004,Sport,8
2004,Biography,18
2003,Sci-Fi,9
2003,Crime,46
2003,Romance,54
2003,Animation,8
2003,Music,14
2003,Comedy,105
2003,War,4
2003,Horror,13
2003,Adventure,41
2003,Thriller,29
2003,Western,2
2003,Mystery,18
2003,Drama,133
2003,Action,50
2003,Documentary,18
2003,Musical,6
2003,History,11
2003,Family,19
2003,Fantasy,17
2003,Sport,4
2003,Biography,20
2002,Sci-Fi,13
2002,Crime,51
2002,Romance,62
2002,Animation,13
2002,Music,9
2002,Comedy,99
2002,War,9
2002,Horror,16
2002,Adventure,35
2002,Thriller,38
2002,Mystery,23
2002,Short,4
2002,Drama,137
2002,Action,48
2002,Documentary,20
2002,Musical,3
2002,History,6
2002,Family,18
2002,Fantasy,11
2002,Sport,5
2002,Biography,12
2001,Sci-Fi,12
2001,Crime,51
2001,Romance,74
2001,Animation,13
2001,Music,10
2001,Comedy,109
2001,War,4
2001,Horror,13
2001,Adventure,32
2001,Thriller,28
2001,Western,1
2001,Mystery,24
2001,Short,1
2001,Drama,144
2001,Action,40
2001,Documentary,6
2001,Musical,3
2001,History,7
2001,Family,10
2001,Fantasy,16
2001,Sport,9
2001,Biography,11
2000,Sci-Fi,13
2000,Crime,43
2000,Romance,76
2000,Animation,10
2000,Music,11
2000,Comedy,108
2000,War,6
2000,Horror,15
2000,Western,2
2000,Thriller,28
2000,Adventure,35
2000,Mystery,17
2000,Short,2
2000,Drama,145
2000,Action,37
2000,Documentary,14
2000,Musical,6
2000,History,8
2000,Family,12
2000,Fantasy,16
2000,Sport,11
2000,Biography,10
1999,Sci-Fi,14
1999,Crime,32
1999,Romance,65
1999,Animation,9
1999,Music,9
1999,Comedy,112
1999,War,6
1999,Horror,14
1999,Adventure,25
1999,Thriller,33
1999,Western,1
1999,Mystery,20
1999,Short,7
1999,Drama,145
1999,Action,29
1999,Documentary,16
1999,Musical,1
1999,History,9
1999,Family,16
1999,Fantasy,16
1999,Sport,8
1999,Biography,17
1998,Sci-Fi,12
1998,Crime,46
1998,Romance,58
1998,Animation,7
1998,Music,15
1998,Comedy,108
1998,War,4
1998,Horror,16
1998,Western,2
1998,Thriller,27
1998,Adventure,29
1998,Mystery,18
1998,Short,2
1998,Drama,146
1998,Action,41
1998,Documentary,12
1998,Musical,1
1998,History,6
1998,Family,16
1998,Fantasy,10
1998,Sport,11
1998,Biography,13
1997,Sci-Fi,20
1997,Crime,47
1997,Romance,58
1997,Animation,6
1997,Music,7
1997,Comedy,104
1997,War,5
1997,Horror,11
1997,Adventure,35
1997,Thriller,32
1997,Mystery,20
1997,Short,3
1997,Drama,136
1997,Action,55
1997,Documentary,8
1997,Musical,2
1997,History,8
1997,Family,23
1997,Fantasy,14
1997,Sport,3
1997,Biography,11
1996,Mystery,15
1996,Comedy,113
1996,Sci-Fi,14
1996,Family,22
1996,Documentary,6
1996,Horror,13
1996,Biography,9
1996,Crime,42
1996,Romance,57
1996,Fantasy,16
1996,War,3
1996,Animation,7
1996,Music,7
1996,Adventure,32
1996,Action,37
1996,Sport,11
1996,Drama,147
1996,Musical,2
1996,Thriller,32
1996,History,8
1995,Mystery,16
1995,History,8
1995,Comedy,105
1995,Sci-Fi,10
1995,Family,25
1995,Documentary,8
1995,Horror,14
1995,Thriller,30
1995,Crime,50
1995,Romance,55
1995,Fantasy,19
1995,Animation,5
1995,Music,7
1995,Western,3
1995,Action,43
1995,Sport,1
1995,Drama,146
1995,War,4
1995,Biography,13
1995,Adventure,35
1994,Sci-Fi,6
1994,Crime,55
1994,Romance,58
1994,Animation,6
1994,Music,7
1994,Comedy,135
1994,War,5
1994,Horror,11
1994,Adventure,36
1994,Thriller,18
1994,Western,4
1994,Mystery,14
1994,Drama,139
1994,Action,34
1994,Documentary,8
1994,Musical,1
1994,History,4
1994,Family,30
1994,Fantasy,15
1994,Sport,11
1994,Biography,18
1993,Sci-Fi,9
1993,Crime,47
1993,Romance,52
1993,Animation,5
1993,Music,13
1993,Comedy,98
1993,War,2
1993,Horror,13
1993,Adventure,22
1993,Thriller,34
1993,Western,4
1993,Mystery,14
1993,Drama,153
1993,Action,37
1993,Documentary,6
1993,Musical,2
1993,History,8
1993,Family,22
1993,Fantasy,21
1993,Sport,4
1993,Biography,19
1992,Sci-Fi,9
1992,Crime,53
1992,Romance,55
1992,Animation,7
1992,Music,6
1992,Comedy,95
1992,War,3
1992,Horror,16
1992,Adventure,24
1992,Thriller,33
1992,Western,1
1992,Mystery,15
1992,Drama,157
1992,Action,36
1992,Documentary,5
1992,Musical,1
1992,History,5
1992,Family,14
1992,Fantasy,14
1992,Sport,8
1992,Biography,14
